"sub","phase","condition","trial","rew.found","day"
"D4","1","OFF",3,0,2
"D4","1","OFF",3.1,0,3
"D4","1","OFF",3.2,0,3
"D4","1","OFF",3.3,0,3
"D4","1","OFF",3.4,1,3
"D4","1","OFF",3.5,0,3
"D4","1","OFF",3.6,0,3
"D4","1","OFF",3.7,0,3
"D4","1","OFF",3.8,1,3
"D4","1","OFF",3.9,0,3
"D4","1","OFF",4,1,3
"D4","1","OFF",4.1,1,4
"D4","1","OFF",4.2,0,4
"D4","1","OFF",4.3,0,4
"D4","1","OFF",4.4,0,4
"D4","1","OFF",4.5,0,4
"D4","1","OFF",4.6,1,4
"D4","1","OFF",4.7,0,4
"D4","1","OFF",4.8,0,4
"D4","1","OFF",4.9,0,4
"D4","1","OFF",5,0,4
"D4","1","OFF",5.1,1,5
"D4","1","OFF",5.2,0,5
"D4","1","OFF",5.3,0,5
"D4","1","OFF",5.5,1,5
"D4","1","OFF",5.6,0,5
"D4","1","OFF",5.7,1,5
"D4","1","OFF",5.8,0,5
"D4","1","OFF",5.9,0,5
"D4","1","OFF",6,1,5
"D4","1","OFF",6.1,1,6
"D4","1","OFF",6.2,0,6
"D4","1","OFF",6.3,1,6
"D4","1","OFF",6.4,0,6
"D4","1","OFF",6.6,0,6
"D4","1","OFF",6.7,1,6
"D4","1","OFF",6.8,1,6
"D4","1","OFF",6.9,0,6
"D4","1","OFF",7,1,6
"D4","1","OFF",7.2,1,7
"D4","1","OFF",7.3,1,7
"D4","1","OFF",7.4,1,7
"D4","1","OFF",7.5,1,7
"D4","1","OFF",7.6,1,7
"D4","1","OFF",7.7,1,7
"D4","1","OFF",7.8,1,7
"D4","1","OFF",7.9,0,7
"D4","1","OFF",8,1,7
"D4","1","OFF",8.1,1,8
"D4","1","OFF",8.2,1,8
"D4","1","OFF",8.3,1,8
"D4","1","OFF",8.4,1,8
"D4","1","OFF",8.5,1,8
"D4","1","OFF",8.6,1,8
"D4","1","OFF",8.7,1,8
"D4","1","OFF",8.8,1,8
"D4","1","OFF",8.9,1,8
"D4","1","OFF",9,1,8
"D4","1","OFF",9.1,1,9
"D4","1","OFF",9.2,1,9
"D4","1","OFF",9.3,1,9
"D4","1","OFF",9.4,1,9
"D4","1","OFF",9.5,1,9
"D4","1","OFF",9.6,1,9
"D4","1","OFF",9.7,1,9
"D4","1","OFF",9.8,1,9
"D4","1","OFF",9.9,1,9
"D4","1","OFF",10,1,9
"D4","1","OFF",10.1,1,10
"D4","1","OFF",10.2,1,10
"D4","1","OFF",10.3,1,10
"D4","1","OFF",10.4,1,10
"D4","1","OFF",10.5,1,10
"D4","1","OFF",10.6,1,10
"D4","1","OFF",10.8,1,10
"D4","1","OFF",10.9,1,10
"D4","1","OFF",11,1,10
"D4","1","OFF",11.1,1,11
"D4","1","OFF",11.2,1,11
"D4","1","OFF",11.3,1,11
"D4","1","OFF",11.4,1,11
"D4","1","OFF",11.5,1,11
"D4","1","OFF",11.6,1,11
"D4","1","OFF",11.7,1,11
"D4","1","OFF",11.8,1,11
"D4","1","OFF",11.9,1,11
"D4","1","OFF",12,1,11
"D4","1","OFF",12.1,1,12
"D4","1","OFF",12.2,1,12
"D4","1","OFF",12.3,1,12
"D4","1","OFF",12.4,1,12
"D4","1","OFF",12.5,1,12
"D4","1","OFF",12.6,1,12
"D4","1","OFF",12.8,1,12
"D4","1","OFF",12.9,1,12
"D4","1","OFF",13,1,12
"D5","0","ON",1.1,1,1
"D5","0","ON",1.2,0,1
"D5","0","ON",1.3,0,1
"D5","0","ON",1.4,0,1
"D5","0","ON",1.5,1,1
"D5","0","ON",1.6,1,1
"D5","0","ON",1.7,1,1
"D5","0","ON",1.8,1,1
"D5","0","ON",1.9,1,1
"D5","0","ON",2,1,1
"D5","0","ON",2.1,1,2
"D5","0","ON",2.2,0,2
"D5","0","ON",2.3,1,2
"D5","0","ON",2.4,1,2
"D5","0","ON",2.5,1,2
"D5","0","ON",2.6,0,2
"D5","0","ON",2.7,1,2
"D5","0","ON",2.8,0,2
"D5","0","ON",2.9,1,2
"D5","0","ON",3,1,2
"D5","0","ON",3.1,1,3
"D5","0","ON",3.2,1,3
"D5","0","ON",3.3,1,3
"D5","0","ON",3.4,1,3
"D5","0","ON",3.5,0,3
"D5","0","ON",3.6,1,3
"D5","0","ON",3.7,1,3
"D5","0","ON",3.8,0,3
"D5","0","ON",3.9,1,3
"D5","0","ON",4,1,3
"D5","0","ON",4.1,1,4
"D5","0","ON",4.2,1,4
"D5","0","ON",4.3,1,4
"D5","0","ON",4.4,1,4
"D5","0","ON",4.5,0,4
"D5","0","ON",4.6,1,4
"D5","0","ON",4.7,1,4
"D5","0","ON",4.8,1,4
"D5","0","ON",4.9,1,4
"D5","0","ON",5,1,4
"D5","0","ON",5.1,1,5
"D5","0","ON",5.2,0,5
"D5","0","ON",5.3,1,5
"D5","0","ON",5.4,1,5
"D5","0","ON",5.5,1,5
"D5","0","ON",5.6,1,5
"D5","0","ON",5.7,1,5
"D5","0","ON",5.8,1,5
"D5","0","ON",5.9,1,5
"D5","0","ON",6,1,5
"D5","0","ON",6.1,1,6
"D5","0","ON",6.2,1,6
"D5","0","ON",6.3,1,6
"D5","0","ON",6.4,1,6
"D5","0","ON",6.5,1,6
"D5","0","ON",6.6,1,6
"D5","0","ON",6.7,1,6
"D5","0","ON",6.8,1,6
"D5","0","ON",6.9,1,6
"D5","0","ON",7.1,1,7
"D5","0","ON",7.2,1,7
"D5","0","ON",7.3,1,7
"D5","0","ON",7.4,1,7
"D5","0","ON",7.5,1,7
"D5","0","ON",7.6,1,7
"D5","0","ON",7.7,1,7
"D5","0","ON",7.8,1,7
"D5","0","ON",7.9,1,7
"D5","0","ON",8,1,7
"D5","0","ON",8.1,1,8
"D5","0","ON",8.2,1,8
"D5","0","ON",8.3,1,8
"D5","0","ON",8.4,1,8
"D5","0","ON",8.5,1,8
"D5","0","ON",8.6,1,8
"D5","0","ON",8.7,1,8
"D5","0","ON",8.8,1,8
"D5","0","ON",8.9,1,8
"D5","0","ON",9,0,8
"D5","1","ON",1.1,0,1
"D5","1","ON",1.2,0,1
"D5","1","ON",1.3,0,1
"D5","1","ON",1.4,0,1
"D5","1","ON",1.5,0,1
"D5","1","ON",1.6,0,1
"D5","1","ON",1.7,0,1
"D5","1","ON",1.8,0,1
"D5","1","ON",1.9,1,1
"D5","1","ON",2,1,1
"D5","1","ON",2.1,0,2
"D5","1","ON",2.2,1,2
"D5","1","ON",2.3,0,2
"D5","1","ON",2.4,0,2
"D5","1","ON",2.5,0,2
"D5","1","ON",2.6,0,2
"D5","1","ON",2.7,1,2
"D5","1","ON",2.8,0,2
"D5","1","ON",2.9,0,2
"D5","1","ON",3,1,2
"D5","1","ON",3.1,0,3
"D5","1","ON",3.2,1,3
"D5","1","ON",3.3,1,3
"D5","1","ON",3.4,0,3
"D5","1","ON",3.5,0,3
"D5","1","ON",3.6,1,3
"D5","1","ON",3.7,1,3
"D5","1","ON",3.8,0,3
"D5","1","ON",3.9,0,3
"D5","1","ON",4,1,3
"D5","1","ON",4.1,0,4
"D5","1","ON",4.2,1,4
"D5","1","ON",4.3,0,4
"D5","1","ON",4.4,1,4
"D5","1","ON",4.5,1,4
"D5","1","ON",4.6,1,4
"D5","1","ON",4.7,1,4
"D5","1","ON",4.8,1,4
"D5","1","ON",4.9,1,4
"D5","1","ON",5,1,4
"D5","1","ON",5.1,0,5
"D5","1","ON",5.2,1,5
"D5","1","ON",5.3,1,5
"D5","1","ON",5.4,1,5
"D5","1","ON",5.5,1,5
"D5","1","ON",5.6,0,5
"D5","1","ON",5.7,0,5
"D5","1","ON",5.8,0,5
"D5","1","ON",5.9,1,5
"D5","1","ON",6,1,5
"D5","1","ON",6.1,1,6
"D5","1","ON",6.2,0,6
"D5","1","ON",6.3,1,6
"D5","1","ON",6.4,1,6
"D5","1","ON",6.5,1,6
"D5","1","ON",6.6,1,6
"D5","1","ON",6.7,1,6
"D5","1","ON",6.8,1,6
"D5","1","ON",6.9,1,6
"D5","1","ON",7,1,6
"D5","1","ON",7.1,1,7
"D5","1","ON",7.2,1,7
"D5","1","ON",7.3,0,7
"D5","1","ON",7.4,1,7
"D5","1","ON",7.5,1,7
"D5","1","ON",7.6,1,7
"D5","1","ON",7.7,1,7
"D5","1","ON",7.8,1,7
"D5","1","ON",7.9,1,7
"D5","1","ON",8,1,7
"D5","1","ON",8.1,1,8
"D5","1","ON",8.2,1,8
"D5","1","ON",8.3,1,8
"D5","1","ON",8.4,1,8
"D5","1","ON",8.5,1,8
"D5","1","ON",8.6,1,8
"D5","1","ON",8.7,1,8
"D5","1","ON",8.8,1,8
"D5","1","ON",8.9,1,8
"D5","1","ON",9,0,8
"D5","1","ON",9.1,1,9
"D5","1","ON",9.2,1,9
"D5","1","ON",9.3,1,9
"D5","1","ON",9.4,1,9
"D5","1","ON",9.5,1,9
"D5","1","ON",9.6,1,9
"D5","1","ON",9.7,1,9
"D5","1","ON",9.8,1,9
"D5","1","ON",9.9,1,9
"D5","1","ON",10,1,9
"D5","1","ON",10.1,1,10
"D5","1","ON",10.2,1,10
"D5","1","ON",10.3,1,10
"D5","1","ON",10.4,1,10
"D5","1","ON",10.5,1,10
"D5","1","ON",10.6,1,10
"D5","1","ON",10.7,1,10
"D5","1","ON",10.8,1,10
"D5","1","ON",10.9,0,10
"D5","1","ON",11,1,10
"D5","1","ON",11.1,0,11
"D5","1","ON",11.2,1,11
"D5","1","ON",11.3,1,11
"D5","1","ON",11.4,1,11
"D5","1","ON",11.5,1,11
"D5","1","ON",11.6,1,11
"D5","1","ON",11.7,1,11
"D5","1","ON",11.8,1,11
"D5","1","ON",11.9,1,11
"D5","1","ON",12,1,11
"D5","1","ON",12.1,1,12
"D5","1","ON",12.2,1,12
"D5","1","ON",12.3,1,12
"D5","1","ON",12.4,1,12
"D5","1","ON",12.5,1,12
"D5","1","ON",12.6,1,12
"D5","1","ON",12.7,1,12
"D5","1","ON",12.8,1,12
"D5","1","ON",12.9,1,12
"D5","1","ON",13,1,12
"J1","0","OFF",1.1,1,1
"J1","0","OFF",1.2,0,1
"J1","0","OFF",1.3,1,1
"J1","0","OFF",1.4,0,1
"J1","0","OFF",1.5,1,1
"J1","0","OFF",1.6,0,1
"J1","0","OFF",1.7,0,1
"J1","0","OFF",1.8,1,1
"J1","0","OFF",1.9,1,1
"J1","0","OFF",2,1,1
"J1","0","OFF",2.1,0,2
"J1","0","OFF",2.2,1,2
"J1","0","OFF",2.3,1,2
"J1","0","OFF",2.4,1,2
"J1","0","OFF",2.5,0,2
"J1","0","OFF",2.6,0,2
"J1","0","OFF",2.7,1,2
"J1","0","OFF",2.9,0,2
"J1","0","OFF",3.2,1,3
"J1","0","OFF",3.3,0,3
"J1","0","OFF",3.4,1,3
"J1","0","OFF",3.5,1,3
"J1","0","OFF",3.6,0,3
"J1","0","OFF",3.7,0,3
"J1","0","OFF",3.8,1,3
"J1","0","OFF",3.9,0,3
"J1","0","OFF",4,1,3
"J1","0","OFF",4.1,1,4
"J1","0","OFF",4.2,1,4
"J1","0","OFF",4.3,0,4
"J1","0","OFF",4.4,1,4
"J1","0","OFF",4.5,1,4
"J1","0","OFF",4.6,1,4
"J1","0","OFF",4.7,1,4
"J1","0","OFF",4.8,1,4
"J1","0","OFF",4.9,1,4
"J1","0","OFF",5,0,4
"J1","0","OFF",5.1,1,5
"J1","0","OFF",5.2,1,5
"J1","0","OFF",5.3,0,5
"J1","0","OFF",5.4,1,5
"J1","0","OFF",5.5,1,5
"J1","0","OFF",5.6,1,5
"J1","0","OFF",5.7,1,5
"J1","0","OFF",5.8,1,5
"J1","0","OFF",5.9,0,5
"J1","0","OFF",6,1,5
"J1","0","OFF",6.1,1,6
"J1","0","OFF",6.2,1,6
"J1","0","OFF",6.3,1,6
"J1","0","OFF",6.4,1,6
"J1","0","OFF",6.7,1,6
"J1","0","OFF",6.8,1,6
"J1","0","OFF",6.9,1,6
"J1","0","OFF",7,1,6
"J1","0","OFF",7.1,1,7
"J1","0","OFF",7.2,1,7
"J1","0","OFF",7.3,1,7
"J1","0","OFF",7.4,1,7
"J1","0","OFF",7.5,1,7
"J1","0","OFF",7.6,1,7
"J1","0","OFF",7.7,1,7
"J1","0","OFF",8,1,7
"J1","0","OFF",8.1,1,8
"J1","0","OFF",8.2,1,8
"J1","0","OFF",8.3,1,8
"J1","0","OFF",8.4,1,8
"J1","0","OFF",8.5,1,8
"J1","0","OFF",8.6,1,8
"J1","0","OFF",8.7,1,8
"J1","0","OFF",8.8,1,8
"J1","0","OFF",8.9,1,8
"J1","0","OFF",9,1,8
"J1","1","OFF",1.1,0,1
"J1","1","OFF",1.2,0,1
"J1","1","OFF",1.3,0,1
"J1","1","OFF",1.4,0,1
"J1","1","OFF",1.5,0,1
"J1","1","OFF",1.6,0,1
"J1","1","OFF",1.7,0,1
"J1","1","OFF",1.8,0,1
"J1","1","OFF",1.9,0,1
"J1","1","OFF",2,0,1
"J1","1","OFF",2.1,0,2
"J1","1","OFF",2.2,0,2
"J1","1","OFF",2.3,0,2
"J1","1","OFF",2.4,0,2
"J1","1","OFF",2.5,0,2
"J1","1","OFF",2.6,0,2
"J1","1","OFF",2.7,1,2
"J1","1","OFF",2.8,0,2
"J1","1","OFF",2.9,1,2
"J1","1","OFF",3,0,2
"J1","1","OFF",3.1,0,3
"J1","1","OFF",3.2,1,3
"J1","1","OFF",3.3,0,3
"J1","1","OFF",3.4,1,3
"J1","1","OFF",3.5,1,3
"J1","1","OFF",3.6,1,3
"J1","1","OFF",3.7,1,3
"J1","1","OFF",3.8,0,3
"J1","1","OFF",3.9,1,3
"J1","1","OFF",4,0,3
"J1","1","OFF",4.1,0,4
"J1","1","OFF",4.2,0,4
"J1","1","OFF",4.3,0,4
"J1","1","OFF",4.4,0,4
"J1","1","OFF",4.5,0,4
"J1","1","OFF",4.6,0,4
"J1","1","OFF",4.7,0,4
"J1","1","OFF",4.8,1,4
"J1","1","OFF",4.9,0,4
"J1","1","OFF",5,0,4
"J1","1","OFF",5.1,1,5
"J1","1","OFF",5.2,0,5
"J1","1","OFF",5.3,0,5
"J1","1","OFF",5.4,1,5
"J1","1","OFF",5.5,0,5
"J1","1","OFF",5.6,1,5
"J1","1","OFF",5.7,1,5
"J1","1","OFF",5.8,0,5
"J1","1","OFF",5.9,1,5
"J1","1","OFF",6,0,5
"J1","1","OFF",6.1,1,6
"J1","1","OFF",6.2,1,6
"J1","1","OFF",6.3,0,6
"J1","1","OFF",6.4,1,6
"J1","1","OFF",6.5,0,6
"J1","1","OFF",6.6,1,6
"J1","1","OFF",6.7,0,6
"J1","1","OFF",6.8,0,6
"J1","1","OFF",6.9,1,6
"J1","1","OFF",7,1,6
"J1","1","OFF",7.1,1,7
"J1","1","OFF",7.2,1,7
"J1","1","OFF",7.3,0,7
"J1","1","OFF",7.4,1,7
"J1","1","OFF",7.5,0,7
"J1","1","OFF",7.6,1,7
"J1","1","OFF",7.7,0,7
"J1","1","OFF",7.8,0,7
"J1","1","OFF",7.9,1,7
"J1","1","OFF",8,1,7
"J1","1","OFF",8.1,1,8
"J1","1","OFF",8.2,1,8
"J1","1","OFF",8.3,0,8
"J1","1","OFF",8.4,1,8
"J1","1","OFF",8.5,1,8
"J1","1","OFF",8.6,1,8
"J1","1","OFF",8.7,1,8
"J1","1","OFF",8.8,0,8
"J1","1","OFF",8.9,1,8
"J1","1","OFF",9,1,8
"J1","1","OFF",9.1,1,9
"J1","1","OFF",9.2,1,9
"J1","1","OFF",9.5,1,9
"J1","1","OFF",9.6,1,9
"J1","1","OFF",9.7,1,9
"J1","1","OFF",9.9,1,9
"J1","1","OFF",10,1,9
"J1","1","OFF",10.1,1,10
"J1","1","OFF",10.2,1,10
"J1","1","OFF",10.3,0,10
"J1","1","OFF",10.4,1,10
"J1","1","OFF",10.5,1,10
"J1","1","OFF",10.6,0,10
"J1","1","OFF",10.7,1,10
"J1","1","OFF",10.8,0,10
"J1","1","OFF",10.9,1,10
"J1","1","OFF",11,1,10
"J1","1","OFF",11.1,1,11
"J1","1","OFF",11.2,1,11
"J1","1","OFF",11.3,1,11
"J1","1","OFF",11.4,1,11
"J1","1","OFF",11.5,1,11
"J1","1","OFF",11.6,1,11
"J1","1","OFF",11.7,1,11
"J1","1","OFF",11.8,1,11
"J1","1","OFF",11.9,1,11
"J1","1","OFF",12,1,11
"J1","1","OFF",12.1,1,12
"J1","1","OFF",12.2,1,12
"J1","1","OFF",12.3,0,12
"J1","1","OFF",12.4,1,12
"J1","1","OFF",12.5,1,12
"J1","1","OFF",12.6,1,12
"J1","1","OFF",12.7,1,12
"J1","1","OFF",12.8,1,12
"J1","1","OFF",12.9,1,12
"J1","1","OFF",13,1,12
"J10","0","ON",1.1,0,1
"J10","0","ON",1.2,0,1
"J10","0","ON",1.3,1,1
"J10","0","ON",1.4,1,1
"J10","0","ON",1.5,1,1
"J10","0","ON",1.6,1,1
"J10","0","ON",1.7,0,1
"J10","0","ON",1.8,1,1
"J10","0","ON",2,0,1
"J10","0","ON",2.1,0,2
"J10","0","ON",2.2,0,2
"J10","0","ON",2.4,1,2
"J10","0","ON",2.5,1,2
"J10","0","ON",2.6,1,2
"J10","0","ON",2.7,1,2
"J10","0","ON",2.8,1,2
"J10","0","ON",2.9,1,2
"J10","0","ON",3,0,2
"J10","0","ON",3.1,0,3
"J10","0","ON",3.2,0,3
"J10","0","ON",3.3,1,3
"J10","0","ON",3.4,1,3
"J10","0","ON",3.5,0,3
"J10","0","ON",3.6,0,3
"J10","0","ON",3.7,1,3
"J10","0","ON",3.8,1,3
"J10","0","ON",3.9,1,3
"J10","0","ON",4,0,3
"J10","0","ON",4.2,1,4
"J10","0","ON",4.3,1,4
"J10","0","ON",4.4,1,4
"J10","0","ON",4.5,1,4
"J10","0","ON",4.6,0,4
"J10","0","ON",4.7,1,4
"J10","0","ON",4.9,1,4
"J10","0","ON",5,1,4
"J10","0","ON",5.1,1,5
"J10","0","ON",5.3,1,5
"J10","0","ON",5.4,1,5
"J10","0","ON",5.5,1,5
"J10","0","ON",5.6,0,5
"J10","0","ON",5.7,1,5
"J10","0","ON",5.8,1,5
"J10","0","ON",5.9,1,5
"J10","0","ON",6,1,5
"J10","0","ON",6.1,1,6
"J10","0","ON",6.2,1,6
"J10","0","ON",6.3,1,6
"J10","0","ON",6.4,0,6
"J10","0","ON",6.7,1,6
"J10","0","ON",6.8,0,6
"J10","0","ON",6.9,1,6
"J10","0","ON",7,1,6
"J10","0","ON",7.1,0,7
"J10","0","ON",7.2,0,7
"J10","0","ON",7.3,1,7
"J10","0","ON",7.4,1,7
"J10","0","ON",7.5,0,7
"J10","0","ON",7.6,0,7
"J10","0","ON",7.7,1,7
"J10","0","ON",7.8,1,7
"J10","0","ON",7.9,1,7
"J10","0","ON",8,1,7
"J10","0","ON",8.2,1,8
"J10","0","ON",8.3,1,8
"J10","0","ON",8.4,1,8
"J10","0","ON",8.5,1,8
"J10","0","ON",8.6,1,8
"J10","0","ON",8.7,1,8
"J10","0","ON",8.8,1,8
"J10","0","ON",8.9,1,8
"J10","0","ON",9,1,8
"J10","1","ON",1.1,0,1
"J10","1","ON",1.2,0,1
"J10","1","ON",1.3,0,1
"J10","1","ON",1.4,0,1
"J10","1","ON",1.5,0,1
"J10","1","ON",1.6,0,1
"J10","1","ON",1.7,0,1
"J10","1","ON",1.8,0,1
"J10","1","ON",1.9,0,1
"J10","1","ON",2,1,1
"J10","1","ON",2.2,0,2
"J10","1","ON",2.4,0,2
"J10","1","ON",2.5,1,2
"J10","1","ON",2.6,0,2
"J10","1","ON",2.7,0,2
"J10","1","ON",2.9,0,2
"J10","1","ON",3.1,0,3
"J10","1","ON",3.2,0,3
"J10","1","ON",3.4,0,3
"J10","1","ON",3.6,0,3
"J10","1","ON",3.7,0,3
"J10","1","ON",3.8,1,3
"J10","1","ON",3.9,0,3
"J10","1","ON",4.1,0,4
"J10","1","ON",4.2,0,4
"J10","1","ON",4.4,0,4
"J10","1","ON",4.5,1,4
"J10","1","ON",4.6,1,4
"J10","1","ON",4.7,0,4
"J10","1","ON",4.8,0,4
"J10","1","ON",4.9,1,4
"J10","1","ON",5,1,4
"J10","1","ON",5.1,0,5
"J10","1","ON",5.2,0,5
"J10","1","ON",5.3,1,5
"J10","1","ON",5.4,0,5
"J10","1","ON",5.5,0,5
"J10","1","ON",5.6,1,5
"J10","1","ON",5.7,1,5
"J10","1","ON",5.8,1,5
"J10","1","ON",5.9,1,5
"J10","1","ON",6,0,5
"J10","1","ON",6.1,0,6
"J10","1","ON",6.2,0,6
"J10","1","ON",6.3,1,6
"J10","1","ON",6.4,1,6
"J10","1","ON",6.5,1,6
"J10","1","ON",6.6,1,6
"J10","1","ON",6.7,1,6
"J10","1","ON",6.8,1,6
"J10","1","ON",6.9,1,6
"J10","1","ON",7,1,6
"J10","1","ON",7.1,0,7
"J10","1","ON",7.2,1,7
"J10","1","ON",7.3,1,7
"J10","1","ON",7.4,1,7
"J10","1","ON",7.5,1,7
"J10","1","ON",7.6,1,7
"J10","1","ON",7.7,0,7
"J10","1","ON",7.8,1,7
"J10","1","ON",7.9,1,7
"J10","1","ON",8,1,7
"J10","1","ON",8.1,1,8
"J10","1","ON",8.2,1,8
"J10","1","ON",8.3,1,8
"J10","1","ON",8.4,1,8
"J10","1","ON",8.5,1,8
"J10","1","ON",8.6,1,8
"J10","1","ON",8.7,1,8
"J10","1","ON",8.8,1,8
"J10","1","ON",8.9,1,8
"J10","1","ON",9,1,8
"J10","1","ON",9.1,1,9
"J10","1","ON",9.2,1,9
"J10","1","ON",9.5,1,9
"J10","1","ON",9.6,1,9
"J10","1","ON",9.9,1,9
"J10","1","ON",10,1,9
"J10","1","ON",10.1,0,10
"J10","1","ON",10.2,1,10
"J10","1","ON",10.3,1,10
"J10","1","ON",10.4,1,10
"J10","1","ON",10.5,1,10
"J10","1","ON",10.6,1,10
"J10","1","ON",10.7,1,10
"J10","1","ON",10.8,1,10
"J10","1","ON",10.9,1,10
"J10","1","ON",11,1,10
"J10","1","ON",11.1,1,11
"J10","1","ON",11.2,0,11
"J10","1","ON",11.4,1,11
"J10","1","ON",11.5,1,11
"J10","1","ON",11.6,1,11
"J10","1","ON",11.7,1,11
"J10","1","ON",11.8,1,11
"J10","1","ON",11.9,1,11
"J10","1","ON",12,1,11
"J10","1","ON",12.1,1,12
"J10","1","ON",12.2,1,12
"J10","1","ON",12.3,0,12
"J10","1","ON",12.4,0,12
"J10","1","ON",12.5,1,12
"J10","1","ON",12.6,1,12
"J10","1","ON",12.7,1,12
"J10","1","ON",12.8,1,12
"J10","1","ON",12.9,1,12
"J10","1","ON",13,1,12
"J2","0","ON",1.1,0,1
"J2","0","ON",1.3,0,1
"J2","0","ON",1.5,0,1
"J2","0","ON",1.6,1,1
"J2","0","ON",1.8,0,1
"J2","0","ON",1.9,1,1
"J2","0","ON",2,1,1
"J2","0","ON",2.2,1,2
"J2","0","ON",2.3,1,2
"J2","0","ON",2.4,1,2
"J2","0","ON",2.5,0,2
"J2","0","ON",2.6,1,2
"J2","0","ON",2.7,1,2
"J2","0","ON",2.8,1,2
"J2","0","ON",2.9,1,2
"J2","0","ON",3,1,2
"J2","0","ON",3.1,1,3
"J2","0","ON",3.2,1,3
"J2","0","ON",3.3,1,3
"J2","0","ON",3.4,1,3
"J2","0","ON",3.5,1,3
"J2","0","ON",3.6,0,3
"J2","0","ON",3.7,1,3
"J2","0","ON",3.8,1,3
"J2","0","ON",3.9,1,3
"J2","0","ON",4,0,3
"J2","0","ON",4.1,1,4
"J2","0","ON",4.2,1,4
"J2","0","ON",4.3,0,4
"J2","0","ON",4.4,1,4
"J2","0","ON",4.5,1,4
"J2","0","ON",4.6,1,4
"J2","0","ON",4.7,1,4
"J2","0","ON",4.8,0,4
"J2","0","ON",4.9,1,4
"J2","0","ON",5,1,4
"J2","0","ON",5.1,1,5
"J2","0","ON",5.2,1,5
"J2","0","ON",5.3,0,5
"J2","0","ON",5.4,1,5
"J2","0","ON",5.5,1,5
"J2","0","ON",5.7,1,5
"J2","0","ON",5.8,1,5
"J2","0","ON",5.9,1,5
"J2","0","ON",6,0,5
"J2","0","ON",6.1,0,6
"J2","0","ON",6.2,1,6
"J2","0","ON",6.3,1,6
"J2","0","ON",6.4,1,6
"J2","0","ON",6.7,1,6
"J2","0","ON",6.8,1,6
"J2","0","ON",6.9,1,6
"J2","0","ON",7,1,6
"J2","0","ON",7.1,0,7
"J2","0","ON",7.2,1,7
"J2","0","ON",7.3,0,7
"J2","0","ON",7.4,1,7
"J2","0","ON",7.5,1,7
"J2","0","ON",7.6,0,7
"J2","0","ON",7.7,1,7
"J2","0","ON",7.8,1,7
"J2","0","ON",7.9,1,7
"J2","0","ON",8,1,7
"J2","0","ON",8.1,1,8
"J2","0","ON",8.2,1,8
"J2","0","ON",8.3,1,8
"J2","0","ON",8.4,1,8
"J2","0","ON",8.5,1,8
"J2","0","ON",8.6,0,8
"J2","0","ON",8.7,0,8
"J2","0","ON",8.8,1,8
"J2","0","ON",8.9,1,8
"J2","0","ON",9,0,8
"J2","1","ON",1.1,1,1
"J2","1","ON",1.2,0,1
"J2","1","ON",1.3,0,1
"J2","1","ON",1.4,1,1
"J2","1","ON",1.5,0,1
"J2","1","ON",1.6,1,1
"J2","1","ON",1.7,0,1
"J2","1","ON",1.8,0,1
"J2","1","ON",1.9,0,1
"J2","1","ON",2,1,1
"J2","1","ON",2.1,0,2
"J2","1","ON",2.2,0,2
"J2","1","ON",2.3,1,2
"J2","1","ON",2.4,1,2
"J2","1","ON",2.5,0,2
"J2","1","ON",2.6,1,2
"J2","1","ON",2.7,0,2
"J2","1","ON",2.8,1,2
"J2","1","ON",2.9,0,2
"J2","1","ON",3,0,2
"J2","1","ON",3.1,0,3
"J2","1","ON",3.2,0,3
"J2","1","ON",3.3,0,3
"J2","1","ON",3.4,1,3
"J2","1","ON",3.5,0,3
"J2","1","ON",3.6,1,3
"J2","1","ON",3.7,1,3
"J2","1","ON",3.8,0,3
"J2","1","ON",3.9,1,3
"J2","1","ON",4,1,3
"J2","1","ON",4.1,1,4
"J2","1","ON",4.2,0,4
"J2","1","ON",4.3,0,4
"J2","1","ON",4.4,1,4
"J2","1","ON",4.5,0,4
"J2","1","ON",4.6,1,4
"J2","1","ON",4.7,0,4
"J2","1","ON",4.8,0,4
"J2","1","ON",4.9,0,4
"J2","1","ON",5,0,4
"J2","1","ON",5.1,1,5
"J2","1","ON",5.2,0,5
"J2","1","ON",5.3,1,5
"J2","1","ON",5.4,1,5
"J2","1","ON",5.5,1,5
"J2","1","ON",5.6,1,5
"J2","1","ON",5.7,1,5
"J2","1","ON",5.8,0,5
"J2","1","ON",5.9,1,5
"J2","1","ON",6,0,5
"J2","1","ON",6.1,1,6
"J2","1","ON",6.2,0,6
"J2","1","ON",6.3,1,6
"J2","1","ON",6.4,0,6
"J2","1","ON",6.5,0,6
"J2","1","ON",6.6,1,6
"J2","1","ON",6.7,0,6
"J2","1","ON",6.8,1,6
"J2","1","ON",6.9,1,6
"J2","1","ON",7,0,6
"J2","1","ON",7.1,1,7
"J2","1","ON",7.2,1,7
"J2","1","ON",7.3,0,7
"J2","1","ON",7.4,1,7
"J2","1","ON",7.5,1,7
"J2","1","ON",7.6,1,7
"J2","1","ON",7.7,1,7
"J2","1","ON",7.8,0,7
"J2","1","ON",7.9,1,7
"J2","1","ON",8,0,7
"J2","1","ON",8.1,1,8
"J2","1","ON",8.2,1,8
"J2","1","ON",8.3,1,8
"J2","1","ON",8.4,1,8
"J2","1","ON",8.5,0,8
"J2","1","ON",8.6,0,8
"J2","1","ON",8.7,0,8
"J2","1","ON",8.8,0,8
